-0.157692 1.000114 0.000100
-0.154516 1.000183 0.000100
-0.151440 0.999992 0.000100
-0.150194 0.999987 0.000100
-0.148265 1.000072 0.000100
-0.146918 1.000106 0.000100
-0.143643 1.000061 0.000100
-0.140467 0.999915 0.000100
-0.137292 1.000182 0.000100
-0.130940 1.000104 0.000100
-0.129794 1.000121 0.000100
-0.127865 1.000091 0.000100
-0.126418 1.000131 0.000100
-0.116892 1.000206 0.000100
-0.113716 1.000050 0.000100
-0.110540 0.999855 0.000100
-0.109294 0.999970 0.000100
-0.107365 1.000021 0.000100
-0.106018 0.999983 0.000100
-0.102743 1.000016 0.000100
-0.099567 1.000203 0.000100
-0.096392 0.999924 0.000100
-0.093216 1.000049 0.000100
-0.090140 0.999992 0.000100
-0.085618 1.000103 0.000100
-0.082343 1.000132 0.000100
-0.075992 1.000030 0.000100
-0.072816 0.999849 0.000100
-0.069640 0.999825 0.000100
-0.068494 0.999774 0.000100
-0.066565 0.999774 0.000100
-0.065118 0.999621 0.000100
-0.061943 0.999585 0.000100
-0.058767 0.999843 0.000100
-0.055592 0.999584 0.000100
-0.049240 0.999553 0.000100
-0.047994 0.999523 0.000100
-0.046065 0.999460 0.000100
-0.044718 0.999580 0.000100
-0.041443 0.999531 0.000100
-0.035092 0.999586 0.000100
-0.032016 0.999736 0.000100
-0.028840 0.999276 0.000100
-0.027594 0.999474 0.000100
-0.025665 0.999534 0.000100
-0.024318 0.999432 0.000100
-0.021043 0.999497 0.000100
-0.014692 0.999309 0.000100
-0.011516 0.999650 0.000100
-0.008440 0.999336 0.000100
-0.007194 0.999454 0.000100
-0.005265 0.999529 0.000100
-0.000643 0.999419 0.000100
0.002533 0.999379 0.000100
0.005708 0.999393 0.000100
0.008884 0.999513 0.000100
0.012060 0.999448 0.000100
0.013306 0.999438 0.000100
0.015235 0.999278 0.000100
0.019857 0.999419 0.000100
0.023033 0.999499 0.000100
0.026208 0.999499 0.000100
0.032460 0.999712 0.000100
0.033706 0.999442 0.000100
0.035635 0.999496 0.000100
0.036982 0.999432 0.000100
0.040257 0.999533 0.000100
0.043433 0.999368 0.000100
0.046608 0.999479 0.000100
0.049784 0.999567 0.000100
0.054106 0.999637 0.000100
0.056035 0.999602 0.000100
0.057482 0.999441 0.000100
0.060657 0.999652 0.000100
0.063833 0.999559 0.000100
0.067008 0.999720 0.000100
0.070184 0.999921 0.000100
0.073360 0.999807 0.000100
0.074606 0.999997 0.000100
0.076535 0.999989 0.000100
0.077882 0.999814 0.000100
0.081057 1.000122 0.000100
0.084333 1.000005 0.000100
0.087508 1.000008 0.000100
0.090584 0.999965 0.000100
0.093760 0.999965 0.000100
0.095006 0.999971 0.000100
0.096935 1.000039 0.000100
0.098282 1.000036 0.000100
0.101557 1.000017 0.000100
0.104733 1.000018 0.000100
0.107908 1.000029 0.000100
0.111084 0.999977 0.000100
0.114160 0.999974 0.000100
0.115406 1.000015 0.000100
0.117335 1.000125 0.000100
0.118682 1.000141 0.000100
0.125133 1.000035 0.000100
0.128308 1.000074 0.000100
0.131484 1.000064 0.000100
0.134660 0.999960 0.000100
0.135906 1.000057 0.000100
0.137735 1.000092 0.000100
0.139182 1.000092 0.000100
0.142357 1.000043 0.000100
0.145633 0.999921 0.000100
0.148808 0.999961 0.000100
0.151884 0.999945 0.000100
0.155060 0.999967 0.000100
0.156306 1.000045 0.000100
0.159582 1.000091 0.000100
