-0.159917 1.000190 0.000100
-0.155898 0.999521 0.000100
-0.154933 1.000455 0.000100
-0.150050 1.000471 0.000100
-0.149385 1.000234 0.000100
-0.144401 1.000268 0.000100
-0.141247 0.999486 0.000100
-0.140282 1.000109 0.000100
-0.139417 1.000457 0.000100
-0.135498 0.999733 0.000100
-0.134533 1.000462 0.000100
-0.129650 1.000573 0.000100
-0.128985 1.000126 0.000100
-0.125730 1.000217 0.000100
-0.124001 0.999898 0.000100
-0.120847 1.000065 0.000100
-0.119882 1.000333 0.000100
-0.119017 1.000511 0.000100
-0.114998 0.999724 0.000100
-0.114133 1.000642 0.000100
-0.109250 1.000459 0.000100
-0.108585 0.999593 0.000100
-0.105330 1.000824 0.000100
-0.103601 1.000351 0.000100
-0.100447 1.000298 0.000100
-0.099482 1.000098 0.000100
-0.098617 1.000676 0.000100
-0.094598 0.999993 0.000100
-0.093633 1.000297 0.000100
-0.088750 1.000967 0.000100
-0.088085 0.999667 0.000100
-0.084830 0.999757 0.000100
-0.083101 1.000117 0.000100
-0.079947 1.000059 0.000100
-0.078982 1.000055 0.000100
-0.078217 1.000608 0.000100
-0.074198 1.000324 0.000100
-0.073233 1.000353 0.000100
-0.068350 1.000478 0.000100
-0.067685 1.000259 0.000100
-0.064430 1.000140 0.000100
-0.062701 1.000288 0.000100
-0.059547 1.000749 0.000100
-0.058582 0.999958 0.000100
-0.057717 1.000502 0.000100
-0.053698 1.000208 0.000100
-0.052833 0.999630 0.000100
-0.047950 0.998356 0.000100
-0.047285 0.997088 0.000100
-0.044030 0.996899 0.000100
-0.042301 0.995462 0.000100
-0.039147 0.997026 0.000100
-0.038182 0.994188 0.000100
-0.037317 0.993861 0.000100
-0.033298 0.993883 0.000100
-0.032333 0.992756 0.000100
-0.027450 0.992296 0.000100
-0.026785 0.991528 0.000100
-0.023530 0.991903 0.000100
-0.021801 0.990917 0.000100
-0.018647 0.992655 0.000100
-0.017782 0.991597 0.000100
-0.016917 0.991067 0.000100
-0.012898 0.992312 0.000100
-0.011933 0.991510 0.000100
-0.007050 0.991070 0.000100
-0.003130 0.990609 0.000100
-0.001401 0.990844 0.000100
0.001753 0.991707 0.000100
0.002718 0.991101 0.000100
0.003583 0.991214 0.000100
0.007602 0.992495 0.000100
0.008467 0.990792 0.000100
0.013350 0.991635 0.000100
0.018999 0.991447 0.000100
0.022153 0.991497 0.000100
0.023118 0.991391 0.000100
0.023983 0.991229 0.000100
0.028002 0.994134 0.000100
0.028867 0.992213 0.000100
0.033850 0.993019 0.000100
0.037770 0.995959 0.000100
0.039499 0.994526 0.000100
0.042653 0.995026 0.000100
0.043518 0.995543 0.000100
0.044383 0.996143 0.000100
0.048402 1.000022 0.000100
0.054250 0.999478 0.000100
0.054915 0.999531 0.000100
0.058170 0.997646 0.000100
0.059899 1.000500 0.000100
0.063053 1.000045 0.000100
0.064018 1.000556 0.000100
0.064883 1.000315 0.000100
0.074650 1.000312 0.000100
0.075315 0.999641 0.000100
0.080299 1.000627 0.000100
0.083453 1.000006 0.000100
0.084418 1.000732 0.000100
0.085283 1.000327 0.000100
0.089302 0.999602 0.000100
0.090167 1.000511 0.000100
0.095150 1.000514 0.000100
0.095815 1.000120 0.000100
0.099070 1.000814 0.000100
0.100799 0.999940 0.000100
0.103953 1.000253 0.000100
0.104818 1.000618 0.000100
0.105683 1.000251 0.000100
0.109702 1.000187 0.000100
0.110667 1.000445 0.000100
0.115550 1.000703 0.000100
0.116215 1.000146 0.000100
0.119470 1.000384 0.000100
0.121199 0.999884 0.000100
0.124353 1.000242 0.000100
0.125318 1.000599 0.000100
0.126183 1.000505 0.000100
0.130102 0.999968 0.000100
0.131067 1.000414 0.000100
0.135950 1.000441 0.000100
0.136615 0.999803 0.000100
0.139870 1.000082 0.000100
0.141599 0.999963 0.000100
0.145718 1.000047 0.000100
0.146583 1.000478 0.000100
0.151467 1.000524 0.000100
0.156450 1.000044 0.000100
0.157115 1.000010 0.000100
