     2154.5031093979        1.0001258778        0.0001000126
     2154.5235414273        0.9999300064        0.0000999930
     2154.5439734561        0.9999904481        0.0000999990
     2154.5644054845        0.9999873134        0.0000999987
     2154.5848375124        1.0001956470        0.0001000196
     2154.6052695399        1.0000830091        0.0001000083
     2154.6257015669        0.9997659108        0.0000999766
     2154.6461336934        0.9999178733        0.0000999918
     2154.6665656195        0.9998281680        0.0000999828
     2154.6869976451        0.9997377246        0.0000999738
     2154.7074297702        0.9997894966        0.0000999789
     2154.7278616949        1.0001654585        0.0001000165
     2154.7482937186        1.0002173988        0.0001000217
     2154.7687257424        1.0003626418        0.0001000363
     2154.7891577656        1.0000926483        0.0001000093
     2154.8095898884        1.0004958363        0.0001000496
     2154.8300218103        1.0001474222        0.0001000147
     2154.8504538322        1.0004693454        0.0001000469
     2154.8708859536        1.0006556879        0.0001000656
     2154.8913178745        0.9984977971        0.0000998498
     2154.9117498946        0.9918508295        0.0000991851
     2154.9321820146        0.9804131808        0.0000980413
     2154.9526139341        0.9709982784        0.0000970998
     2154.9730459527        0.9626835957        0.0000962684
     2154.9934780713        0.9569800482        0.0000956980
     2155.0139099890        0.9543924061        0.0000954392
     2155.0343420067        0.9512592591        0.0000951259
     2155.0547741239        0.9514841006        0.0000951484
     2155.0752061402        0.9540034589        0.0000954003
     2155.0956380565        0.9581007562        0.0000958101
     2155.1160701718        0.9666300685        0.0000966630
     2155.1365021872        0.9744377003        0.0000974438
     2155.1569341016        0.9842780558        0.0000984278
     2155.1773662161        0.9929150770        0.0000992915
     2155.1977982295        0.9989442094        0.0000998944
     2155.2182301430        0.9995693257        0.0000999569
     2155.2386622556        0.9998264824        0.0000999826
     2155.2590942677        0.9999001237        0.0000999900
     2155.2795261798        0.9999942729        0.0000999994
     2155.2999582910        1.0004873313        0.0001000487
     2155.3203903021        1.0002798751        0.0001000280
     2155.3408223123        1.0003257410        0.0001000326
     2155.3612543221        1.0000528312        0.0001000053
     2155.3816863319        0.9998003986        0.0000999800
     2155.4021184407        0.9997818395        0.0000999782
     2155.4225503491        0.9998569165        0.0000999857
     2155.4429823575        0.9998464010        0.0000999846
     2155.4634144649        0.9999595400        0.0000999960
     2155.4838463719        1.0002220495        0.0001000222
       -1.0000000000       -1.0000000000       -1.0000000000
     2158.8755535959        1.0005400301        0.0001000540
     2158.8959856274        1.0004034713        0.0001000403
     2158.9164175580        1.0004808552        0.0001000481
     2158.9368494886        0.9993796062        0.0000999380
     2158.9572814188        0.9990773148        0.0000999077
     2158.9777133484        0.9993489827        0.0000999349
     2159.0185772064        0.9996156295        0.0000999616
     2159.0390091347        0.9999649788        0.0000999965
     2159.0594410625        1.0001834731        0.0001000183
     2159.0798730903        1.0002506250        0.0001000251
     2159.1003049172        1.0003350811        0.0001000335
     2159.1207368436        1.0004320361        0.0001000432
     2159.1411688700        1.0004732696        0.0001000473
     2159.1820326210        1.0010415396        0.0001001042
     2159.2024646460        0.9996523433        0.0000999652
     2159.2228964701        0.9932106267        0.0000993211
     2159.2433283941        0.9852135944        0.0000985214
     2159.2637603178        0.9766168519        0.0000976617
     2159.2841922409        0.9730442956        0.0000973044
     2159.3046241636        0.9725413264        0.0000972541
     2159.4067837705        0.9694408739        0.0000969441
     2159.4272156904        0.9718810363        0.0000971881
     2159.4476477103        0.9798531387        0.0000979853
     2159.4680795293        0.9890694511        0.0000989069
     2159.5089434667        0.9994771217        0.0000999477
     2159.5293752848        1.0003736405        0.0001000374
     2159.5498073019        1.0004827090        0.0001000483
     2159.5702392190        1.0002351803        0.0001000235
     2159.5906710356        1.0002219635        0.0001000222
     2159.6111030518        0.9995076375        0.0000999508
     2159.6315349679        0.9994225030        0.0000999422
     2159.6519667832        0.9995314424        0.0000999531
     2159.6723987979        0.9994612448        0.0000999461
     2159.6928307123        0.9997604028        0.0000999760
     2159.7132625266        0.9999474782        0.0000999947
     2159.7541264533        1.0007667874        0.0001000767
     2159.7745583662        1.0002770983        0.0001000277
       -1.0000000000       -1.0000000000       -1.0000000000
     2163.1866823361        1.0001304876        0.0001000130
     2163.2071141796        1.0000000129        0.0001000000
     2163.2275461227        0.9997756166        0.0000999776
     2163.2479778653        1.0002435891        0.0001000244
     2163.2684097079        0.9999743692        0.0000999974
     2163.2888416495        1.0001671399        0.0001000167
     2163.3092733914        1.0000655519        0.0001000066
     2163.3297052324        0.9999011715        0.0000999901
     2163.3501371731        0.9998795789        0.0000999880
     2163.3705690136        0.9996478762        0.0000999648
     2163.3910007536        1.0000868036        0.0001000087
     2163.4114326932        0.9999583803        0.0000999958
     2163.4318645323        0.9996658478        0.0000999666
     2163.4522962712        0.9998075402        0.0000999808
     2163.4727282096        0.9992017422        0.0000999202
     2163.4931600475        0.9993962218        0.0000999396
     2163.5135917852        0.9981146104        0.0000998115
     2163.5340237225        0.9920131791        0.0000992013
     2163.5544555592        0.9820958572        0.0000982096
     2163.5748874958        0.9720099590        0.0000972010
     2163.5953192319        0.9686968679        0.0000968697
     2163.6974784064        0.9555104113        0.0000955510
     2163.7179102399        0.9580805317        0.0000958081
     2163.7383420734        0.9645638542        0.0000964564
     2163.7587739063        0.9765938032        0.0000976594
     2163.7792057388        0.9845581528        0.0000984558
     2163.7996375710        0.9926368163        0.0000992637
     2163.8200694028        0.9993885203        0.0000999388
     2163.8405012343        1.0002114039        0.0001000211
     2163.8609330652        1.0000384582        0.0001000038
     2163.8813649957        1.0001583931        0.0001000158
     2163.9222285557        0.9997980648        0.0000999798
     2163.9426604853        0.9999395163        0.0000999939
     2163.9630922144        0.9999999969        0.0001000000
     2163.9835240430        1.0001832149        0.0001000183
     2164.0039559714        1.0000909667        0.0001000091
     2164.0243876993        0.9998254078        0.0000999825
     2164.0448195268        0.9999547968        0.0000999955
     2164.0652514538        0.9999276170        0.0000999928
       -1.0000000000       -1.0000000000       -1.0000000000
     2167.5182252680        0.9987444508        0.0000998744
     2167.5386571326        0.9993199681        0.0000999320
     2167.5590887970        0.9997019967        0.0000999702
     2167.5999524243        1.0009754493        0.0001000975
     2167.6203840877        1.0008118660        0.0001000812
     2167.6408158504        1.0012694077        0.0001001269
     2167.6612477129        1.0013841983        0.0001001384
     2167.6816793752        1.0004145486        0.0001000415
     2167.7021111370        0.9999769983        0.0000999977
     2167.7225429986        0.9997501308        0.0000999750
     2167.7429747597        0.9992132966        0.0000999213
     2167.7634064206        0.9982221085        0.0000998222
     2167.7838382810        0.9989146091        0.0000998915
     2167.8451335603        0.9942651140        0.0000994265
     2167.8655653193        0.9857581086        0.0000985758
     2167.8859971781        0.9778064790        0.0000977806
     2167.9064288364        0.9708890593        0.0000970889
     2167.9268605945        0.9652819532        0.0000965282
     2167.9472924521        0.9628718257        0.0000962872
     2167.9677241095        0.9612632430        0.0000961263
     2167.9881558664        0.9605609088        0.0000960561
     2168.0085877231        0.9626571531        0.0000962657
     2168.0290193795        0.9666185719        0.0000966619
     2168.0494511355        0.9721618325        0.0000972162
     2168.0903146463        0.9866104817        0.0000986610
     2168.1107464013        0.9944372539        0.0000994437
     2168.1311781559        0.9991225347        0.0000999123
     2168.1720416639        0.9999503518        0.0000999950
     2168.1924734176        0.9990065589        0.0000999007
     2168.2129051708        0.9992321530        0.0000999232
     2168.2333369237        1.0001361419        0.0001000136
     2168.2537687762        1.0008318612        0.0001000832
     2168.2742004285        1.0009762988        0.0001000976
     2168.2946321803        1.0006038928        0.0001000604
     2168.3354958829        1.0004835498        0.0001000484
     2168.3559276338        1.0002183156        0.0001000218
     2168.3763594844        1.0000522428        0.0001000052
     2168.3967912346        0.9996775526        0.0000999678
     2168.4172230843        0.9990466147        0.0000999047
       -1.0000000000       -1.0000000000       -1.0000000000
     2171.8293211226        1.0003481756        0.0001000348
     2171.8497528185        1.0000154907        0.0001000015
     2171.8701845142        0.9999082265        0.0000999908
     2171.8906162096        0.9998749245        0.0000999875
     2171.9110479049        1.0000699377        0.0001000070
     2171.9314795996        0.9999822511        0.0000999982
     2171.9519113941        1.0001533643        0.0001000153
     2171.9723429884        0.9996532905        0.0000999653
     2172.0132064760        0.9997180085        0.0000999718
     2172.0336380694        0.9998860813        0.0000999886
     2172.0540697625        1.0002373141        0.0001000237
     2172.0745015552        1.0003801299        0.0001000380
     2172.0949331476        0.9999934088        0.0000999993
     2172.1153648398        1.0003491597        0.0001000349
     2172.1357966317        1.0006716325        0.0001000672
     2172.1562282232        0.9963470897        0.0000996347
     2172.1766599145        0.9872908675        0.0000987291
     2172.1970917055        0.9774745005        0.0000977474
     2172.2175233960        0.9703415548        0.0000970342
     2172.2583867764        0.9577594488        0.0000957759
     2172.2788184663        0.9557403643        0.0000955740
     2172.2992501557        0.9568983416        0.0000956898
     2172.3196818448        0.9602794716        0.0000960279
     2172.3401135338        0.9645906624        0.0000964591
     2172.3605452225        0.9685587643        0.0000968559
     2172.3809769107        0.9762531078        0.0000976253
     2172.4014085987        0.9837002896        0.0000983700
     2172.4218402864        0.9929366535        0.0000992937
     2172.4422719737        0.9991967552        0.0000999197
     2172.4627036608        0.9999892279        0.0000999989
     2172.4831353476        0.9999231692        0.0000999923
     2172.5035670342        1.0002330507        0.0001000233
     2172.5239986206        1.0004425142        0.0001000442
     2172.5444304065        1.0002473164        0.0001000247
     2172.5648620922        0.9999227443        0.0000999923
     2172.5852937774        0.9999027786        0.0000999903
     2172.6057254626        0.9997593927        0.0000999759
     2172.6261571473        0.9998029642        0.0000999803
     2172.6465888318        0.9996546983        0.0000999655
     2172.6670205161        1.0000576155        0.0001000058
     2172.6874521999        1.0002174664        0.0001000217
       -1.0000000000       -1.0000000000       -1.0000000000
     2176.1404032941        1.0002675039        0.0001000267
     2176.1812666698        0.9995761291        0.0000999576
     2176.2016982072        0.9999674826        0.0000999967
     2176.2221299442        0.9997892891        0.0000999789
     2176.2425615812        0.9998212083        0.0000999821
     2176.2629931180        1.0002396815        0.0001000240
     2176.3038564904        0.9996752065        0.0000999675
     2176.3242881265        0.9999244074        0.0000999924
     2176.3447197621        1.0001164525        0.0001000116
     2176.3651513975        1.0002204465        0.0001000220
     2176.3855830326        1.0009946847        0.0001000995
     2176.4264463022        0.9996938646        0.0000999694
     2176.4468779366        0.9994964888        0.0000999496
     2176.4673096708        0.9946227674        0.0000994623
     2176.4877412048        0.9863919798        0.0000986392
     2176.5081729386        0.9776677998        0.0000977668
     2176.5286045721        0.9704683659        0.0000970468
     2176.5490361054        0.9645812146        0.0000964581
     2176.5694678382        0.9615103265        0.0000961510
     2176.5898994710        0.9600461464        0.0000960046
     2176.6103310036        0.9607739868        0.0000960774
     2176.6307627357        0.9619639220        0.0000961964
     2176.6716258994        0.9694546832        0.0000969455
     2176.6920576309        0.9761943252        0.0000976194
     2176.7124892620        0.9844188459        0.0000984419
     2176.7329207932        0.9924185395        0.0000992419
     2176.7533525239        0.9981502383        0.0000998150
     2176.7737840544        0.9997412689        0.0000999741
     2176.7942156847        0.9994022589        0.0000999402
     2176.8350790445        0.9998322173        0.0000999832
     2176.8555105740        1.0000026761        0.0001000003
     2176.8759423034        1.0001982183        0.0001000198
     2176.8963739325        0.9999709169        0.0000999971
     2176.9168055613        1.0003063297        0.0001000306
     2176.9372371899        0.9997326324        0.0000999733
     2176.9576688183        0.9994363860        0.0000999436
     2176.9781005463        0.9993634635        0.0000999363
     2176.9985320742        1.0002267983        0.0001000227
     2177.0189637019        1.0000888332        0.0001000089
     2177.0393954293        0.9999557910        0.0000999956
     2177.0598269563        1.0002001740        0.0001000200
     2177.0802585833        1.0002587115        0.0001000259
     2177.1006903101        0.9999030730        0.0000999903
     2177.1211218364        1.0002374433        0.0001000237
       -1.0000000000       -1.0000000000       -1.0000000000
     2189.0122984723        1.0001894314        0.0001000189
     2189.0327301034        0.9999473042        0.0000999947
     2189.0531615343        0.9994204787        0.0000999420
     2189.0940246959        1.0000663919        0.0001000066
     2189.1144561266        1.0002418690        0.0001000242
     2189.1348877572        0.9998500533        0.0000999850
     2189.1961823485        1.0003921471        0.0001000392
     2189.2166138788        1.0004408894        0.0001000441
     2189.2370453090        0.9999721904        0.0000999972
     2189.2574769391        0.9998715739        0.0000999872
     2189.2779084691        0.9995556107        0.0000999556
     2189.2983399991        0.9997782142        0.0000999778
     2189.3187715289        0.9999873348        0.0000999987
     2189.3392030587        1.0000309822        0.0001000031
     2189.3596345883        1.0001461358        0.0001000146
     2189.3800661179        0.9998500157        0.0000999850
     2189.4004976474        0.9967662374        0.0000996766
     2189.4209292769        0.9907475890        0.0000990748
     2189.4413608062        0.9824904576        0.0000982490
     2189.4617922355        0.9723478020        0.0000972348
     2189.4822238647        0.9663073531        0.0000966307
     2189.5026553938        0.9604704081        0.0000960470
     2189.5230868229        0.9568900552        0.0000956890
     2189.5435184518        0.9553416727        0.0000955342
     2189.5639499807        0.9544136610        0.0000954414
